# name, allowedP, trueP, n, [sentinel], time
hpce.direct_fourier_transform, 1, 8, 16, 4.9362, 3.03746e-005
hpce.direct_fourier_transform, 1, 8, 19, 1.90936, 3.94286e-005
hpce.direct_fourier_transform, 1, 8, 22, 3.30978, 5.22794e-005
hpce.direct_fourier_transform, 1, 8, 26, 2.05117, 7.41842e-005
hpce.direct_fourier_transform, 1, 8, 32, 2.81322, 0.000110108
hpce.direct_fourier_transform, 1, 8, 38, 7.30988, 0.000156254
hpce.direct_fourier_transform, 1, 8, 45, 4.15291, 0.000218464
hpce.direct_fourier_transform, 1, 8, 53, 7.86272, 0.000305499
hpce.direct_fourier_transform, 1, 8, 64, 14.1985, 0.000442769
hpce.direct_fourier_transform, 1, 8, 76, 1.9669, 0.000626185
hpce.direct_fourier_transform, 1, 8, 90, 10.4565, 0.000876191
hpce.direct_fourier_transform, 1, 8, 107, 5.99665, 0.00124886
hpce.direct_fourier_transform, 1, 8, 128, 5.53084, 0.0017737
hpce.direct_fourier_transform, 1, 8, 152, 9.49119, 0.00251146
hpce.direct_fourier_transform, 1, 8, 181, 11.4613, 0.00358099
hpce.direct_fourier_transform, 1, 8, 215, 10.0363, 0.00506993
hpce.direct_fourier_transform, 1, 8, 256, 4.86155, 0.00729926
hpce.direct_fourier_transform, 1, 8, 304, 26.5967, 0.0100596
hpce.direct_fourier_transform, 1, 8, 362, 5.9164, 0.0143494
hpce.direct_fourier_transform, 1, 8, 430, 24.2105, 0.0202637
hpce.direct_fourier_transform, 1, 8, 512, 10.1029, 0.0287002
hpce.direct_fourier_transform, 1, 8, 608, 21.7493, 0.040537
hpce.direct_fourier_transform, 1, 8, 724, 10.1883, 0.05768
hpce.direct_fourier_transform, 1, 8, 861, 16.774, 0.0817676
hpce.direct_fourier_transform, 1, 8, 1024, 19.7117, 0.115559
hpce.direct_fourier_transform, 1, 8, 1217, 47.6543, 0.164119
hpce.direct_fourier_transform, 1, 8, 1448, 31.9429, 0.232584
hpce.direct_fourier_transform, 1, 8, 1722, 27.495, 0.329471
hpce.direct_fourier_transform, 1, 8, 2048, 14.2226, 0.467169
hpce.direct_fourier_transform, 1, 8, 2435, 41.0111, 0.672966
hpce.direct_fourier_transform, 1, 8, 2896, 55.9844, 0.937936
hpce.direct_fourier_transform, 1, 8, 3444, 42.7607, 1.32988
hpce.direct_fourier_transform, 1, 8, 4096, 27.2928, 1.88736
hpce.direct_fourier_transform, 1, 8, 4870, 31.5261, 2.6796
hpce.direct_fourier_transform, 1, 8, 5792, 67.0575, 3.80005
hpce.direct_fourier_transform, 1, 8, 6888, 42.8288, 5.39066
hpce.direct_fourier_transform, 1, 8, 8192, 74.8637, 7.65494
hpce.direct_fourier_transform, 1, 8, 9741, 65.5553, 10.8716
