# name, allowedP, trueP, n, [sentinel], time
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 16, 4.9362, 1.13905e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 19, 1.60788, 6.71746e-006
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 22, 1.26258, 5.84127e-006
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 26, 1.50946, 7.00953e-006
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 32, 2.81322, 6.71746e-006
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 38, 6.35188, 1.13905e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 45, 1.44911, 1.08064e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 53, 2.82396, 1.3727e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 64, 14.1985, 1.40191e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 76, 2.76634, 2.39492e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 90, 5.12565, 2.24889e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 107, 3.92396, 2.7746e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 128, 5.53084, 2.89143e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 152, 12.1969, 4.73143e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 181, 8.17628, 4.55619e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 215, 4.90209, 5.92889e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 256, 4.86155, 5.89968e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 304, 22.9792, 9.78413e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 362, 8.57854, 9.55048e-005
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 430, 5.41048, 0.000118578
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 512, 10.1029, 0.000122083
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 608, 7.11922, 0.000199187
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 724, 6.24536, 0.000195683
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 861, 8.73357, 0.000247962
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 1024, 19.7117, 0.000267238
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 1217, 43.0634, 0.000426121
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 1448, 11.5829, 0.000421448
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 1722, 8.63163, 0.0005152
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 2048, 14.2226, 0.000554045
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 2435, 24.0055, 0.00147521
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 2896, 16.0411, 0.00101346
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 3444, 7.1588, 0.00111101
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 4096, 27.2928, 0.00117468
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 4870, 15.8423, 0.00185898
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 5792, 26.4934, 0.00190571
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 6888, 6.60282, 0.00224714
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 8192, 74.8637, 0.00226028
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 9741, 18.829, 0.00365488
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 11585, 10.946, 0.00369957
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 13777, 18.2303, 0.00443557
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 16384, 77.7499, 0.0047583
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 19483, 96.585, 0.0076839
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 23170, 87.4254, 0.00758314
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 27554, 18.3728, 0.00904375
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 32768, 146.986, 0.00962028
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 38967, 60.6413, 0.0154323
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 46340, 60.399, 0.0166654
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 55108, 18.6936, 0.0195487
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 65536, 170.593, 0.0208767
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 77935, 73.2701, 0.0330397
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 92681, 25.4243, 0.031794
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 110217, 19.8043, 0.0373105
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 131072, 102.951, 0.0389604
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 155871, 287.35, 0.0631582
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 185363, 107.443, 0.0652263
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 220435, 158.303, 0.0778192
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 262144, 155.101, 0.134995
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 311743, 172.985, 0.155942
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 370727, 153.002, 0.139485
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 440871, 85.3106, 0.168259
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 524288, 159.571, 0.181188
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 623487, 571.641, 0.287831
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 741455, 243.314, 0.292064
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 881743, 224.441, 0.350578
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 1048576, 837.071, 0.371127
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 1246974, 911.784, 0.581511
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 1482910, 286.003, 0.586763
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 1763487, 98.877, 0.694006
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 2097152, 753.578, 0.751289
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 2493948, 475.513, 1.17179
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 2965820, 342.61, 1.18557
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 3526975, 370.868, 1.40997
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 4194304, 2519.66, 1.5131
hpce.hgp10.fast_fourier_transform_parfor, 8, 8, 4987896, 685.782, 2.45371
