# name, allowedP, trueP, n, [sentinel], time
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 16, 4.9362, 0.000532724
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 19, 1.90936, 2.13206e-005
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 22, 3.30978, 2.48254e-005
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 26, 2.05117, 3.15429e-005
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 32, 2.81322, 4.43937e-005
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 38, 7.30988, 6.10413e-005
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 45, 4.15291, 8.09016e-005
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 53, 7.86272, 0.000113029
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 64, 14.1985, 0.00015567
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 76, 1.9669, 0.000221968
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 90, 10.4565, 0.000322146
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 107, 5.99665, 0.000449194
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 128, 5.53084, 0.00064254
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 152, 9.49119, 0.000915327
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 181, 11.4613, 0.00123455
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 215, 10.0363, 0.00172726
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 256, 4.86155, 0.00254358
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 304, 26.5967, 0.00368701
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 362, 5.9164, 0.00496713
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 430, 24.2105, 0.00687722
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 512, 10.1029, 0.00972922
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 608, 21.7493, 0.0136855
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 724, 10.1883, 0.0195388
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 861, 16.774, 0.0335426
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 1024, 19.7117, 0.0409377
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 1217, 47.6543, 0.0551326
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 1448, 31.9429, 0.0780715
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 1722, 27.495, 0.111921
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 2048, 14.2226, 0.156776
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 2435, 41.0111, 0.222235
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 2896, 55.9844, 0.314833
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 3444, 42.7607, 0.446195
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 4096, 27.2928, 0.637421
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 4870, 31.5261, 0.915478
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 5792, 67.0575, 1.27383
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 6888, 42.8288, 1.80782
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 8192, 74.8637, 2.57013
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 9741, 65.5553, 3.65624
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 11585, 25.3091, 5.17896
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 13777, 141.926, 7.38579
hpce.hgp10.direct_fourier_transform_parfor, 3, 8, 16384, 77.7499, 10.4774
