# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 1, 8, 16, 4.9362, 3.2127e-006
hpce.fast_fourier_transform, 1, 8, 19, 1.60788, 2.62857e-006
hpce.fast_fourier_transform, 1, 8, 22, 2.40711, 2.04445e-006
hpce.fast_fourier_transform, 1, 8, 26, 1.26226, 2.33651e-006
hpce.fast_fourier_transform, 1, 8, 32, 2.81322, 2.33651e-006
hpce.fast_fourier_transform, 1, 8, 38, 6.15568, 5.25715e-006
hpce.fast_fourier_transform, 1, 8, 45, 2.95318, 4.08889e-006
hpce.fast_fourier_transform, 1, 8, 53, 4.7473, 4.67302e-006
hpce.fast_fourier_transform, 1, 8, 64, 14.1985, 4.67302e-006
hpce.fast_fourier_transform, 1, 8, 76, 1.65633, 9.05398e-006
hpce.fast_fourier_transform, 1, 8, 90, 7.4357, 8.17779e-006
hpce.fast_fourier_transform, 1, 8, 107, 3.58678, 9.34604e-006
hpce.fast_fourier_transform, 1, 8, 128, 5.53084, 9.6381e-006
hpce.fast_fourier_transform, 1, 8, 152, 7.99258, 1.8108e-005
hpce.fast_fourier_transform, 1, 8, 181, 8.10526, 1.69397e-005
hpce.fast_fourier_transform, 1, 8, 215, 5.97507, 1.98603e-005
hpce.fast_fourier_transform, 1, 8, 256, 4.86155, 2.10286e-005
hpce.fast_fourier_transform, 1, 8, 304, 22.3973, 3.76762e-005
hpce.fast_fourier_transform, 1, 8, 362, 4.18397, 3.68e-005
hpce.fast_fourier_transform, 1, 8, 430, 14.4137, 4.43937e-005
hpce.fast_fourier_transform, 1, 8, 512, 10.1029, 4.49778e-005
hpce.fast_fourier_transform, 1, 8, 608, 18.3152, 8.00255e-005
hpce.fast_fourier_transform, 1, 8, 724, 7.20496, 8.00255e-005
hpce.fast_fourier_transform, 1, 8, 861, 9.97479, 9.95937e-005
hpce.fast_fourier_transform, 1, 8, 1024, 19.7117, 0.000105435
hpce.fast_fourier_transform, 1, 8, 1217, 40.097, 0.000186337
hpce.fast_fourier_transform, 1, 8, 1448, 22.5895, 0.000186629
hpce.fast_fourier_transform, 1, 8, 1722, 16.3501, 0.000219048
hpce.fast_fourier_transform, 1, 8, 2048, 14.2226, 0.000223429
hpce.fast_fourier_transform, 1, 8, 2435, 34.4931, 0.000377638
hpce.fast_fourier_transform, 1, 8, 2896, 39.5912, 0.000387569
hpce.fast_fourier_transform, 1, 8, 3444, 25.428, 0.000445105
hpce.fast_fourier_transform, 1, 8, 4096, 27.2928, 0.000464089
hpce.fast_fourier_transform, 1, 8, 4870, 26.5156, 0.000799378
hpce.fast_fourier_transform, 1, 8, 5792, 47.4219, 0.000827125
hpce.fast_fourier_transform, 1, 8, 6888, 25.4685, 0.000947163
hpce.fast_fourier_transform, 1, 8, 8192, 74.8637, 0.000981042
hpce.fast_fourier_transform, 1, 8, 9741, 55.1308, 0.00171237
hpce.fast_fourier_transform, 1, 8, 11585, 17.8966, 0.00179093
hpce.fast_fourier_transform, 1, 8, 13777, 84.3912, 0.00200531
hpce.fast_fourier_transform, 1, 8, 16384, 77.7499, 0.0020903
hpce.fast_fourier_transform, 1, 8, 19483, 148.231, 0.00360377
hpce.fast_fourier_transform, 1, 8, 23170, 152.583, 0.00392329
hpce.fast_fourier_transform, 1, 8, 27554, 136.307, 0.00431466
hpce.fast_fourier_transform, 1, 8, 32768, 146.986, 0.00445193
hpce.fast_fourier_transform, 1, 8, 38967, 43.113, 0.00808958
hpce.fast_fourier_transform, 1, 8, 46340, 100.126, 0.00838398
hpce.fast_fourier_transform, 1, 8, 55108, 10.0104, 0.00930077
hpce.fast_fourier_transform, 1, 8, 65536, 170.593, 0.00983583
hpce.fast_fourier_transform, 1, 8, 77935, 210.73, 0.0174791
hpce.fast_fourier_transform, 1, 8, 92681, 135.635, 0.0179555
hpce.fast_fourier_transform, 1, 8, 110217, 36.6949, 0.0201518
hpce.fast_fourier_transform, 1, 8, 131072, 102.951, 0.0206939
hpce.fast_fourier_transform, 1, 8, 155871, 342.758, 0.0381605
hpce.fast_fourier_transform, 1, 8, 185363, 167.773, 0.040381
hpce.fast_fourier_transform, 1, 8, 220435, 194.78, 0.0448327
hpce.fast_fourier_transform, 1, 8, 262144, 155.101, 0.0465474
hpce.fast_fourier_transform, 1, 8, 311743, 162.756, 0.0885762
hpce.fast_fourier_transform, 1, 8, 370727, 71.2571, 0.0938433
hpce.fast_fourier_transform, 1, 8, 440871, 168.343, 0.106258
hpce.fast_fourier_transform, 1, 8, 524288, 159.571, 0.138494
hpce.fast_fourier_transform, 1, 8, 623487, 537.712, 0.220531
hpce.fast_fourier_transform, 1, 8, 741455, 428.475, 0.20458
hpce.fast_fourier_transform, 1, 8, 881743, 315.415, 0.227943
hpce.fast_fourier_transform, 1, 8, 1048576, 837.071, 0.246097
hpce.fast_fourier_transform, 1, 8, 1246974, 987.911, 0.404393
hpce.fast_fourier_transform, 1, 8, 1482910, 259.427, 0.426828
hpce.fast_fourier_transform, 1, 8, 1763487, 290.813, 0.47791
hpce.fast_fourier_transform, 1, 8, 2097152, 753.578, 0.5106
hpce.fast_fourier_transform, 1, 8, 2493948, 963.293, 0.841425
hpce.fast_fourier_transform, 1, 8, 2965820, 564.661, 0.894289
hpce.fast_fourier_transform, 1, 8, 3526975, 1529.42, 0.985304
hpce.fast_fourier_transform, 1, 8, 4194304, 2519.66, 1.06332
hpce.fast_fourier_transform, 1, 8, 4987896, 1408.64, 1.7901
hpce.fast_fourier_transform, 1, 8, 5931641, 843.853, 1.86508
hpce.fast_fourier_transform, 1, 8, 7053950, 1603.93, 2.06834
hpce.fast_fourier_transform, 1, 8, 8388608, 1248.03, 2.26341
hpce.fast_fourier_transform, 1, 8, 9975792, 2024.09, 3.70117
hpce.fast_fourier_transform, 1, 8, 11863283, 2915.84, 3.87879
