# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 4, 8, 16, 4.9362, 5.84127e-006
hpce.fast_fourier_transform, 4, 8, 19, 1.60788, 3.79683e-006
hpce.fast_fourier_transform, 4, 8, 22, 2.40711, 2.04445e-006
hpce.fast_fourier_transform, 4, 8, 26, 1.26226, 2.62857e-006
hpce.fast_fourier_transform, 4, 8, 32, 2.81322, 2.33651e-006
hpce.fast_fourier_transform, 4, 8, 38, 6.15568, 4.08889e-006
hpce.fast_fourier_transform, 4, 8, 45, 2.95318, 4.08889e-006
hpce.fast_fourier_transform, 4, 8, 53, 4.7473, 7.88572e-006
hpce.fast_fourier_transform, 4, 8, 64, 14.1985, 4.38095e-006
hpce.fast_fourier_transform, 4, 8, 76, 1.65633, 8.17778e-006
hpce.fast_fourier_transform, 4, 8, 90, 7.4357, 7.88572e-006
hpce.fast_fourier_transform, 4, 8, 107, 3.58678, 1.13905e-005
hpce.fast_fourier_transform, 4, 8, 128, 5.53084, 1.02222e-005
hpce.fast_fourier_transform, 4, 8, 152, 7.99258, 2.21968e-005
hpce.fast_fourier_transform, 4, 8, 181, 8.10526, 1.72318e-005
hpce.fast_fourier_transform, 4, 8, 215, 5.97507, 2.07365e-005
hpce.fast_fourier_transform, 4, 8, 256, 4.86155, 2.07365e-005
hpce.fast_fourier_transform, 4, 8, 304, 22.3973, 4.55619e-005
hpce.fast_fourier_transform, 4, 8, 362, 4.18397, 3.68e-005
hpce.fast_fourier_transform, 4, 8, 430, 14.4137, 4.55619e-005
hpce.fast_fourier_transform, 4, 8, 512, 10.1029, 4.6146e-005
hpce.fast_fourier_transform, 4, 8, 608, 18.3152, 8.90794e-005
hpce.fast_fourier_transform, 4, 8, 724, 7.20496, 8.23619e-005
hpce.fast_fourier_transform, 4, 8, 861, 9.97479, 9.57969e-005
hpce.fast_fourier_transform, 4, 8, 1024, 19.7117, 9.93016e-005
hpce.fast_fourier_transform, 4, 8, 1217, 40.097, 0.000187797
hpce.fast_fourier_transform, 4, 8, 1448, 22.5895, 0.00019393
hpce.fast_fourier_transform, 4, 8, 1722, 16.3501, 0.000235695
hpce.fast_fourier_transform, 4, 8, 2048, 14.2226, 0.000229562
hpce.fast_fourier_transform, 4, 8, 2435, 34.4931, 0.000415314
hpce.fast_fourier_transform, 4, 8, 2896, 39.5912, 0.000394578
hpce.fast_fourier_transform, 4, 8, 3444, 25.428, 0.00046847
hpce.fast_fourier_transform, 4, 8, 4096, 27.2928, 0.000455619
hpce.fast_fourier_transform, 4, 8, 4870, 26.5156, 0.000821867
hpce.fast_fourier_transform, 4, 8, 5792, 47.4219, 0.000847861
hpce.fast_fourier_transform, 4, 8, 6888, 25.4685, 0.000967607
hpce.fast_fourier_transform, 4, 8, 8192, 74.8637, 0.000975784
hpce.fast_fourier_transform, 4, 8, 9741, 55.1308, 0.00179239
hpce.fast_fourier_transform, 4, 8, 11585, 17.8966, 0.00180554
hpce.fast_fourier_transform, 4, 8, 13777, 84.3912, 0.00217763
hpce.fast_fourier_transform, 4, 8, 16384, 77.7499, 0.00209702
hpce.fast_fourier_transform, 4, 8, 19483, 148.231, 0.00378982
hpce.fast_fourier_transform, 4, 8, 23170, 152.583, 0.00407253
hpce.fast_fourier_transform, 4, 8, 27554, 136.307, 0.00464586
hpce.fast_fourier_transform, 4, 8, 32768, 146.986, 0.00455444
hpce.fast_fourier_transform, 4, 8, 38967, 43.113, 0.00849905
hpce.fast_fourier_transform, 4, 8, 46340, 100.126, 0.00854315
hpce.fast_fourier_transform, 4, 8, 55108, 10.0104, 0.00937758
hpce.fast_fourier_transform, 4, 8, 65536, 170.593, 0.00999558
hpce.fast_fourier_transform, 4, 8, 77935, 210.73, 0.0195055
hpce.fast_fourier_transform, 4, 8, 92681, 135.635, 0.0211177
hpce.fast_fourier_transform, 4, 8, 110217, 36.6949, 0.0232047
hpce.fast_fourier_transform, 4, 8, 131072, 102.951, 0.0212873
hpce.fast_fourier_transform, 4, 8, 155871, 342.758, 0.0398544
hpce.fast_fourier_transform, 4, 8, 185363, 167.773, 0.0404514
hpce.fast_fourier_transform, 4, 8, 220435, 194.78, 0.0452231
hpce.fast_fourier_transform, 4, 8, 262144, 155.101, 0.0476873
hpce.fast_fourier_transform, 4, 8, 311743, 162.756, 0.0898496
hpce.fast_fourier_transform, 4, 8, 370727, 71.2571, 0.0953938
hpce.fast_fourier_transform, 4, 8, 440871, 168.343, 0.107536
hpce.fast_fourier_transform, 4, 8, 524288, 159.571, 0.113678
hpce.fast_fourier_transform, 4, 8, 623487, 537.712, 0.192822
hpce.fast_fourier_transform, 4, 8, 741455, 428.475, 0.205993
hpce.fast_fourier_transform, 4, 8, 881743, 315.415, 0.227664
hpce.fast_fourier_transform, 4, 8, 1048576, 837.071, 0.301476
hpce.fast_fourier_transform, 4, 8, 1246974, 987.911, 0.40686
hpce.fast_fourier_transform, 4, 8, 1482910, 259.427, 0.428695
hpce.fast_fourier_transform, 4, 8, 1763487, 290.813, 0.478013
hpce.fast_fourier_transform, 4, 8, 2097152, 753.578, 0.510927
hpce.fast_fourier_transform, 4, 8, 2493948, 963.293, 0.843427
hpce.fast_fourier_transform, 4, 8, 2965820, 564.661, 0.890444
hpce.fast_fourier_transform, 4, 8, 3526975, 1529.42, 0.985225
hpce.fast_fourier_transform, 4, 8, 4194304, 2519.66, 1.06787
hpce.fast_fourier_transform, 4, 8, 4987896, 1408.64, 1.79837
hpce.fast_fourier_transform, 4, 8, 5931641, 843.853, 1.93875
hpce.fast_fourier_transform, 4, 8, 7053950, 1603.93, 2.10302
hpce.fast_fourier_transform, 4, 8, 8388608, 1248.03, 2.25209
hpce.fast_fourier_transform, 4, 8, 9975792, 2024.09, 3.72292
hpce.fast_fourier_transform, 4, 8, 11863283, 2915.84, 3.89362
hpce.fast_fourier_transform, 4, 8, 14107900, 2547.17, 4.37423
hpce.fast_fourier_transform, 4, 8, 16777216, 2285.4, 4.71255
hpce.fast_fourier_transform, 4, 8, 19951584, 3685.35, 7.81019
hpce.fast_fourier_transform, 4, 8, 23726566, 2147.63, 8.06829
hpce.fast_fourier_transform, 4, 8, 28215801, 1049.74, 8.96712
hpce.fast_fourier_transform, 4, 8, 33554432, 4658.76, 9.60365
hpce.fast_fourier_transform, 4, 8, 39903169, 2354.08, 16.094
