# name, allowedP, trueP, n, [sentinel], time
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 16, 4.9362, 0.000448026
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 19, 1.60788, 1.31429e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 22, 1.26258, 1.05143e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 26, 1.50946, 1.43111e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 32, 2.81322, 1.31429e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 38, 6.35188, 2.39492e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 45, 1.44911, 3.03746e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 53, 2.82396, 1.86921e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 64, 14.1985, 1.57714e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 76, 2.76634, 2.86222e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 90, 5.12565, 2.65778e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 107, 3.92396, 3.94286e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 128, 5.53084, 4.14731e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 152, 12.1969, 5.08191e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 181, 8.17628, 4.00127e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 215, 4.90209, 4.76064e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 256, 4.86155, 4.70223e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 304, 22.9792, 6.80509e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 362, 8.57854, 6.19175e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 430, 5.41048, 7.62286e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 512, 10.1029, 8.06096e-005
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 608, 7.11922, 0.000116533
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 724, 6.24536, 0.000159467
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 861, 8.73357, 0.000161219
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 1024, 19.7117, 0.0001472
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 1217, 43.0634, 0.000266946
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 1448, 11.5829, 0.000267238
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 1722, 8.63163, 0.000322146
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 2048, 14.2226, 0.000317765
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 2435, 24.0055, 0.000522502
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 2896, 16.0411, 0.000502058
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 3444, 7.1588, 0.000577994
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 4096, 27.2928, 0.000558718
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 4870, 15.8423, 0.000953004
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 5792, 26.4934, 0.000851366
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 6888, 6.60282, 0.00102398
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 8192, 74.8637, 0.00102252
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 9741, 18.829, 0.0016157
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 11585, 10.946, 0.00165571
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 13777, 18.2303, 0.00190221
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 16384, 77.7499, 0.00185431
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 19483, 96.585, 0.00297438
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 23170, 87.4254, 0.00293758
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 27554, 18.3728, 0.00391716
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 32768, 146.986, 0.00365605
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 38967, 60.6413, 0.0061199
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 46340, 60.399, 0.00625484
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 55108, 18.6936, 0.00765207
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 65536, 170.593, 0.0074853
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 77935, 73.2701, 0.0125605
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 92681, 25.4243, 0.0125403
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 110217, 19.8043, 0.0154516
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 131072, 102.951, 0.0149648
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 155871, 287.35, 0.0259832
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 185363, 107.443, 0.0262323
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 220435, 158.303, 0.0318823
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 262144, 155.101, 0.0312929
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 311743, 172.985, 0.0544348
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 370727, 153.002, 0.0559562
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 440871, 85.3106, 0.0680856
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 524288, 159.571, 0.0672646
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 623487, 571.641, 0.114285
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 741455, 243.314, 0.116554
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 881743, 224.441, 0.140906
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 1048576, 837.071, 0.13934
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 1246974, 911.784, 0.232886
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 1482910, 286.003, 0.238418
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 1763487, 98.877, 0.28937
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 2097152, 753.578, 0.286809
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 2493948, 475.513, 0.481751
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 2965820, 342.61, 0.491538
hpce.hgp10.fast_fourier_transform_combined, 7, 8, 3526975, 370.868, 0.591437
