# name, allowedP, trueP, n, [sentinel], time
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 16, 4.9362, 0.000487162
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 19, 1.60788, 7.59366e-006
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 22, 2.40711, 6.4254e-006
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 26, 1.26226, 7.88572e-006
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 32, 2.81322, 7.30159e-006
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 38, 6.15568, 1.54794e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 45, 2.95318, 1.43111e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 53, 4.7473, 1.95683e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 64, 14.1985, 1.08064e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 76, 1.65633, 2.01524e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 90, 7.4357, 1.63556e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 107, 3.58678, 1.92762e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 128, 5.53084, 1.95683e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 152, 7.99258, 3.35873e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 181, 8.10526, 3.44635e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 215, 5.97507, 4.32254e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 256, 4.86155, 4.14731e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 304, 22.3973, 5.37397e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 362, 4.18397, 4.90667e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 430, 14.4137, 5.66604e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 512, 10.1029, 5.57842e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 608, 18.3152, 8.55747e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 724, 7.20496, 8.67429e-005
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 861, 9.97479, 0.00012033
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 1024, 19.7117, 0.00010047
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 1217, 40.097, 0.000186629
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 1448, 22.5895, 0.000207073
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 1722, 16.3501, 0.000229854
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 2048, 14.2226, 0.000203568
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 2435, 34.4931, 0.000346096
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 2896, 39.5912, 0.000340838
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 3444, 25.428, 0.000405677
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 4096, 27.2928, 0.00038348
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 4870, 26.5156, 0.000629689
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 5792, 47.4219, 0.000661232
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 6888, 25.4685, 0.000742134
hpce.hgp10.fast_fourier_transform_taskgroup, 7, 8, 8192, 74.8637, 0.000725486
