# name, allowedP, trueP, n, [sentinel], time
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 16, 4.9362, 0.000585588
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 19, 1.60788, 1.05143e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 22, 2.40711, 7.30159e-006
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 26, 1.26226, 1.08064e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 32, 2.81322, 2.92064e-006
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 38, 6.15568, 8.46985e-006
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 45, 2.95318, 7.59366e-006
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 53, 4.7473, 1.72318e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 64, 14.1985, 7.00953e-006
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 76, 1.65633, 1.28508e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 90, 7.4357, 1.51873e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 107, 3.58678, 3.00826e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 128, 5.53084, 1.54794e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 152, 7.99258, 3.15429e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 181, 8.10526, 3.56318e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 215, 5.97507, 5.52e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 256, 4.86155, 3.79683e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 304, 22.3973, 7.7689e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 362, 4.18397, 7.24318e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 430, 14.4137, 8.67429e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 512, 10.1029, 3.88445e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 608, 18.3152, 9.69652e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 724, 7.20496, 9.34604e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 861, 9.97479, 0.000107479
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 1024, 19.7117, 8.2362e-005
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 1217, 40.097, 0.00018546
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 1448, 22.5895, 0.000206489
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 1722, 16.3501, 0.000265778
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 2048, 14.2226, 0.000198311
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 2435, 32.7976, 0.000372673
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 2896, 36.4473, 0.000402756
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 3444, 26.4221, 0.000398375
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 4096, 27.2928, 0.000285638
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 4870, 16.4006, 0.00056047
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 5792, 39.2006, 0.000586464
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 6888, 13.3494, 0.000683429
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 8192, 74.8637, 0.000481613
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 9741, 44.2077, 0.000834134
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 11585, 12.227, 0.000854871
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 13777, 70.0519, 0.00110663
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 16384, 77.7499, 0.000750896
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 19483, 104.127, 0.00143666
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 23170, 100.39, 0.00155874
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 27554, 121.87, 0.00233885
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 32768, 146.986, 0.00144104
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 38967, 68.7784, 0.00307923
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 46340, 122.928, 0.00340751
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 55108, 45.5843, 0.00461782
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 65536, 170.593, 0.00336545
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 77935, 169.013, 0.00614677
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 92681, 131.339, 0.00652704
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 110217, 144.82, 0.00808111
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 131072, 102.951, 0.0055752
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 155871, 253.308, 0.0123975
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 185363, 165.641, 0.0140664
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 220435, 84.6802, 0.0171853
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 262144, 155.101, 0.0121843
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 311743, 186.821, 0.0266353
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 370727, 201.027, 0.0308069
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 440871, 68.2592, 0.0377951
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 524288, 159.571, 0.0274277
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 623487, 495.579, 0.0577089
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 741455, 209.195, 0.0659097
hpce.hgp10.fast_fourier_transform_opt, 8, 8, 881743, 298.043, 0.0812072
