# name, allowedP, trueP, n, [sentinel], time
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 16, 4.9362, 0.000538273
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 19, 1.60788, 1.48952e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 22, 1.26258, 1.13905e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 26, 1.50946, 1.34349e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 32, 2.81322, 1.63556e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 38, 6.35188, 3.41714e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 45, 1.44911, 2.36572e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 53, 2.82396, 2.33651e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 64, 14.1985, 2.24889e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 76, 2.76634, 3.65079e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 90, 5.12565, 3.91365e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 107, 3.92396, 4.55619e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 128, 5.53084, 4.41016e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 152, 12.1969, 4.08889e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 181, 8.17628, 4.1181e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 215, 4.90209, 4.73143e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 256, 4.86155, 5.14032e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 304, 22.9792, 7.68127e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 362, 8.57854, 7.21397e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 430, 5.41048, 9.40445e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 512, 10.1029, 8.20699e-005
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 608, 7.11922, 0.000136102
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 724, 6.24536, 0.0001472
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 861, 8.73357, 0.000204152
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 1024, 19.7117, 0.000182248
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 1217, 43.0634, 0.000313384
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 1448, 11.5829, 0.000321854
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 1722, 8.63163, 0.00039633
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 2048, 14.2226, 0.000327111
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 2435, 24.0055, 0.000542946
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 2896, 16.0411, 0.000540026
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 3444, 7.1588, 0.000641664
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 4096, 27.2928, 0.000624724
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 4870, 15.8423, 0.00101989
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 5792, 26.4934, 0.00103011
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 6888, 6.60282, 0.00123981
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 8192, 74.8637, 0.00116475
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 9741, 18.829, 0.00188235
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 11585, 10.946, 0.00183912
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 13777, 18.2303, 0.00225123
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 16384, 77.7499, 0.00203744
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 19483, 96.585, 0.00317532
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 23170, 87.4254, 0.00317648
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 27554, 18.3728, 0.00444141
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 32768, 146.986, 0.00439293
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 38967, 60.6413, 0.00706765
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 46340, 60.399, 0.00728407
hpce.hgp10.fast_fourier_transform_combined, 6, 8, 55108, 18.6936, 0.00851336
